"calendarId","title","body","start","location","category","type","lat","lon"
"rladies-barcelona","¡Primer evento de R-Ladies Barcelona!","<i class='fa fa-users'></i>&emsp;18<br><br><p>Estamos preparando el primer encuentro de #RLadiesBCN! Resérvate para el 21 de noviembre!</p> <p>Regístrate <a href=""https://www.eventbrite.es/e/entradas-primer-evento-de-r-ladies-barcelona-28790330654"">aquí</a> para conseguir tu invitación en Eventbrite. Todavía estamos definiendo el lugar, pero...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/235064329/'><button class='button'>Event page</button></a>",2016-11-21 19:00:00,"Not announced","time","past",NA,NA
"rladies-barcelona","Scalable Machine Learning in R and Python with H2O","<i class='fa fa-users'></i>&emsp;58<br><br><p>&lt;a&gt;L'Erin LeDell&lt;/a&gt; (Machine Learning Scientist a H2O.ai)  farà una xerrada en anglès sobre Machine Learning amb R, Python i H2O. L'Erin també va ajudar a crear R-Ladies Global. Vine i aprèn machine learning amb nosaltres! </p> <p>Aquesta trobada és una trobada conjunta de R-Ladies i...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/235593376/'><button class='button'>Event page</button></a>",2016-12-05 19:00:00,"Claustre de matemàtiques,  Gran via de les corts catalanes 585, Barcelona, ES","time","past",41.3870582580566,2.16373991966248
"rladies-barcelona","RMarkdown tutorial and bioinformatics talk","<i class='fa fa-users'></i>&emsp;33<br><br><p>(Scroll down for English version)</p> <p>Ja tenim data pel nostre Meetup de Gener!</p> <p>Farem dues coses:</p> <p>• Primer tindrem un tutorial de <a href=""http://rmarkdown.rstudio.com/"">RMarkdown</a>, llavors porteu el vostre portàtil. Enviarem informació per instal.lar els paquets necessaris a ...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/236372088/'><button class='button'>Event page</button></a>",2017-01-16 19:00:00,"Punt Multimèdia La Casa del Mig, Casa del Mig, (Parc de la Espanya Industrial), Carrer de Muntadas, 5, Barcelona, ES","time","past",41.3765144348145,2.14034104347229
"rladies-barcelona","Google Analytics in R!","<i class='fa fa-users'></i>&emsp;38<br><br><p>(Scroll down for English version)</p> <p>Ja tenim data per la propera trobada al febrer! Farem dues coses:</p> <p>Tindrem un tutorial sobre el paquet de Google Analytics a R. L'enfocament serà teoric per tant no cal que porteu el vostre portàtil. En aquest cas, es important que tingue accés a una...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/236969176/'><button class='button'>Event page</button></a>",2017-02-20 19:00:00,"Punt Multimedia, Carrer Muntadas Nº 1-5 (Parc de l’Espanya Industrial) 08014, Barcelona, ES","time","past",41.3764572143555,2.13995790481567
"rladies-barcelona","Data wrangling with dplyr and tidyr","<i class='fa fa-users'></i>&emsp;16<br><br><p>(Scroll down for English version'</p> <p>Aquesta vegada farem una sessiò molt practica amb dplyr i tidyr per aprendre a netejar/transformar dades. La sessiò és adaptada per a persones que encara saben poc de R! </p> <p>Sisplau venir amb el PC cargat + instal·lar R, RStudio i els paquets  dplyr, t...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/237869074/'><button class='button'>Event page</button></a>",2017-03-20 19:00:00,"Punt Multimèdia La Casa del Mig, Casa del Mig, (Parc de la Espanya Industrial), Carrer de Muntadas, 5, Barcelona, ES","time","past",41.3765144348145,2.14034104347229
"rladies-barcelona","Introducció a Bokeh: Una llibreria de visualització diferent","<i class='fa fa-users'></i>&emsp;31<br><br><p>Tindrem un tutorial d'Elena, més infos aviat! // We'll have a tutorial from Elena, more info coming soon!</p> <p>El big data que ara està tan extès arreu del món, ens deixa una quantitat indigent de dades que sense els data scientists no  tindrien sentit. Aquests tracten les dades amb carinyo per...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/238510980/'><button class='button'>Event page</button></a>",2017-04-24 19:00:00,"Punt Multimèdia La Casa del Mig, Casa del Mig, (Parc de la Espanya Industrial), Carrer de Muntadas, 5, Barcelona, ES","time","past",41.3765144348145,2.14034104347229
"rladies-barcelona","Descifrando datos ómicos en R","<i class='fa fa-users'></i>&emsp;18<br><br><p>Es realitzarà un petit mapeig de diferents paquets útils per les dades bioinformàtiques i l'aplicació pràctica d'un cas. Més detalls aviat!</p> <p>We'll see different packages useful for bioinformatic analyses and a concrete use case. More details soon!</p> ...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/240054726/'><button class='button'>Event page</button></a>",2017-06-12 19:00:00,"Punt Multimèdia La Casa del Mig, Casa del Mig, (Parc de la Espanya Industrial), Carrer de Muntadas, 5, Barcelona, ES","time","past",41.3765144348145,2.14034104347229
"rladies-barcelona","WomenInTech Summer Picnic","<i class='fa fa-users'></i>&emsp;1<br><br><p>[!!!] NO OS APUNTÉIS EN EL EVENTO DE MEETUP, OS TENÉIS QUE REGISTRAR EN EVENTBRITE [!!!]</p> <p>[!!!] DO NOT RSVP IN MEETUP, YOU NEED TO REGISTER IN EVENTBRITE [!!!]</p> <p>[!!!]<a href=""https://www.eventbrite.es/e/entradas-womenintech-summer-picnic-36778722148""> <a href=""https://www.eventbrite.e...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/242435328/'><button class='button'>Event page</button></a>",2017-08-25 18:30:00,"Hola Luz, 1 Plaça de Pau Vila, Barcelona, ES","time","past",41.3810043334961,2.18533611297607
"rladies-barcelona","Plots with ggplot2 are better plots","<i class='fa fa-users'></i>&emsp;33<br><br><p>Per fi torna la temporada de Meetups!</p> <p>Aquesta vegada és el torn de  <a href=""http://ggplot2.org/""><b>ggplot2</b></a>, un paquet de R molt popular que permet a l'usuari fer tota mena de gràfics molt estètics i modificables. Al tutorial explicarem la forma bàsica de treballar amb ggplot2, pe...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/243175939/'><button class='button'>Event page</button></a>",2017-09-27 19:00:00,"Punt Multimèdia La Casa del Mig, Casa del Mig, (Parc de la Espanya Industrial), Carrer de Muntadas, 5, Barcelona, ES","time","past",41.3765144348145,2.14034104347229
"rladies-barcelona","Take your R scripts to a new planet: Jupyter notebooks with R!","<i class='fa fa-users'></i>&emsp;36<br><br><p>T'agradaria aprendre a combinar els teus scripts de R amb text enriquit, explicacions de cada pas i les gràfiques corresponents? En aquesta trobada utilitzarem R mitjançant l’aplicació de Jupyter Notebook. </p> <p><a href=""https://avatars3.githubusercontent.com/u/7388996?s=400&amp;v=4"" class=""lin...  <br><br> <a href='https://www.meetup.com/rladies-barcelona/events/244306536/'><button class='button'>Event page</button></a>",2017-11-06 19:00:00,"Punt Multimèdia La Casa del Mig, Casa del Mig, (Parc de la Espanya Industrial), Carrer de Muntadas, 5, Barcelona, ES","time","past",41.3765144348145,2.14034104347229
